customer_id,age,income,employment_status,credit_score,debt_to_income,country,customer_risk
C00053,46,46017.43460596593,employed,569.8052195762874,0.25950220828416,NL,low
C00054,48,56153.591720778895,employed,667.6543482596165,0.1443123038780852,FR,low
C00055,21,74873.56743092665,self-employed,677.0804310998906,0.36115016416233436,IT,low
C00056,51,79881.40877762152,self-employed,626.4734063031044,0.134956420576139,FR,low
C00057,28,50548.10337075107,employed,700.7075835485083,0.3119097051564067,IT,low
C00058,62,80425.30368095734,employed,601.004456719155,0.5338209759792494,FR,low
C00059,59,53934.659827116295,employed,706.8052980376417,0.23181133069496562,DE,high
C00060,73,34414.6372996233,employed,710.2524192655659,0.1951538384971474,FR,medium
C00061,62,39517.59260382656,employed,425.7928897828406,0.5019728314838735,ES,low
C00062,40,20908.73323613466,employed,762.6050676878297,0.1263403864516231,FR,low
C00063,76,33349.1890715933,self-employed,415.0941296410742,0.4497344045231476,DE,low
C00064,43,44481.64955043699,self-employed,614.4839799043978,0.4822299738439433,IT,high
C00065,38,68875.28540695063,employed,749.0785388091359,0.1145787527826176,NL,medium
C00066,72,88136.16645448566,employed,638.9824885292999,0.790367657812932,NL,medium
C00067,40,22974.18817708216,employed,544.7727494374975,0.4284465220634678,FR,low
C00068,23,60249.3768334583,employed,575.313560939233,0.3635638014990088,DE,low
C00069,46,30148.577277691777,employed,749.2062711982908,0.037718178058490946,DE,medium
C00070,65,61968.638857727245,employed,507.43662849501163,0.24805335482041527,IT,high
C00071,30,49247.18033555774,self-employed,757.5772702788854,0.403001305193372,DE,low
C00072,46,13550.97765720186,employed,660.4816278785323,0.31995562122865123,FR,low
C00073,26,71494.23682293817,employed,567.2235829037204,0.40250994001786367,IE,low
C00074,59,39294.98503101665,employed,617.1845640711794,0.10583407992427367,NL,low
C00075,47,40788.094994155355,student,581.5876040296654,0.5639794863778319,IT,high
C00076,38,29535.19936291651,employed,736.0304664703993,0.187559539509055,NL,medium
C00077,32,38260.05118956133,employed,725.0590804005527,0.22527110398687086,IE,low
C00078,52,60985.69925459326,student,524.0287870221641,0.7999046770357401,IT,low
C00079,58,48025.86884033548,employed,631.9054462814146,0.3648435862993185,NL,low
C00080,74,58901.902047932104,employed,594.2187756877693,0.3786463450230761,IT,low
C00081,44,59600.35893250572,unemployed,771.0678174136683,0.12740492865397193,NL,low
C00082,28,79733.89476609151,employed,554.2918723136335,0.33911081167764734,IE,medium
C00083,68,,employed,796.5467865841712,0.29614788685333626,NL,medium
C00084,56,20985.985846239633,employed,662.2698313596111,0.565289652682203,IE,low
C00085,60,74411.67074801165,employed,569.7213786768328,0.4873618608984812,ES,medium
C00086,24,45038.74838595765,self-employed,609.4635169112393,0.26255356241766775,ES,medium
C00087,37,75406.44133612492,employed,599.2672550569871,0.3621823998294373,NL,low
C00088,64,60050.91937683188,employed,560.4812910347285,0.47326889976660413,IT,medium
C00089,68,49246.111865729756,employed,672.7758024978908,0.32727228416560733,IT,medium
C00090,44,59324.2937749722,employed,564.3109248432688,0.09132247513815829,IT,medium
C00091,66,92971.26376265229,employed,486.2099708834685,0.1720087243144773,IT,low
C00092,68,95616.59111012882,employed,633.8665293904498,0.44737827528235274,DE,low
C00093,41,53457.003837788354,student,517.1657918937336,0.25160828457339696,IE,low
C00094,71,55364.00245965858,employed,603.3228088184633,0.20098075102876253,IE,low
C00095,36,74601.0433067941,employed,590.4535631345248,0.2705995179206942,FR,low
C00096,33,34241.11831188571,employed,593.5602820938832,0.05705841813638683,IE,medium
C00097,59,58994.477824983354,employed,829.0789743303926,0.3593215655689031,ES,low
C00098,56,51456.880192969016,employed,669.6257485079047,0.28668344303314297,FR,low
C00099,27,58592.07244060862,employed,685.1204227376172,0.07182844805319105,FR,high
C00100,68,34499.25507506248,employed,519.3353396999319,0.17187070315886058,NL,low
C00101,30,18619.082640511653,student,611.3750230417724,0.09364789973913802,DE,low
C00102,66,,unemployed,682.654815655204,0.34892708644847314,IT,low
C00103,19,28534.933627218237,employed,580.9886291411335,0.20670380542322,IT,low
C00104,66,42367.81901627401,employed,739.4611531684748,0.12810842589118154,IT,low
C00105,65,45842.976680376,employed,566.3788799561155,0.5774612646781391,ES,medium
C00106,65,92681.85441101986,employed,641.5179768590556,0.4220767001465327,NL,low
C00107,58,75225.86076805326,employed,616.9437655220042,0.2566777561432139,IT,low
C00108,46,31796.086556825827,student,678.4742940693171,0.27509558553035895,IE,low
C00109,60,59301.877501470095,self-employed,612.4798141078551,0.2585499271672237,DE,medium
C00110,35,43451.357036643174,self-employed,642.7867225801831,0.29476320808847317,NL,low
C00111,65,46028.359401158,employed,645.6373324742052,0.17704702665471705,IE,medium
C00112,51,55891.83863772302,unemployed,604.7802038939133,0.5888126220345082,IE,low
C00113,46,65002.59345648326,employed,704.7776972167633,0.37645042454742683,IE,medium
C00114,48,44875.57183843568,employed,684.5478467366688,0.22326578493262547,FR,low
C00115,52,74340.88218742152,employed,657.7336564892403,0.28022337544126824,NL,low
C00116,21,28019.297251009517,unemployed,629.7024166561195,0.23124579401079476,DE,low
C00117,27,52133.120309607635,employed,730.3166105026397,0.13933944345069912,IE,medium
C00118,33,106551.14825851248,self-employed,645.6615920072371,0.4832386687361215,ES,low
C00119,25,56684.674595130775,employed,639.8508223982732,0.04089922379073914,FR,low
C00120,44,82097.50463872963,unemployed,673.5845824508264,0.14879006656685675,DE,low
C00121,58,53921.92374163737,employed,804.1201080036097,0.4845757307452197,IT,low
C00122,57,64196.31900192573,employed,555.0907909422613,0.48931643604299574,IT,low
C00123,46,50807.55291775348,unemployed,728.1282652305391,0.24852813652086164,IE,low
C00124,69,48421.44079555171,employed,509.75996477847536,0.14067202154601013,IE,low
C00125,52,35630.86966876619,employed,682.8163989747471,0.13270408256749827,IT,low
C00126,23,61036.32853810862,employed,794.1567918639159,0.2613315049352302,IT,low
C00127,64,34117.71902709887,employed,705.0708190063192,0.09946638426667688,IT,low
C00128,52,65977.28996258201,employed,678.991256440263,0.31019566365240187,IE,low
C00129,56,74791.0270933641,employed,619.0431435581478,0.37670019560648715,NL,low
C00130,52,59697.15955198183,employed,667.5458704400614,0.24698463198356171,IT,high
C00131,51,45988.77659533047,student,644.3308491369248,0.3094134446491353,IT,low
C00132,24,61533.27716548262,employed,600.5499181496289,0.394778903457551,DE,medium
C00133,51,,employed,641.2301995310606,0.2759567026288287,IT,low
C00134,65,71646.48963476814,employed,681.267255171368,0.2525199466662212,NL,low
C00135,36,13540.472231482403,employed,602.0882003804875,0.6386866754322404,DE,low
C00136,54,44952.24526950843,employed,598.884890703856,0.33327204099352703,FR,low
C00137,20,10192.948102396047,unemployed,553.4600381174417,0.40243170599774936,DE,medium
C00138,39,20603.722565228694,unemployed,697.0394521392894,0.3226783765375374,IE,medium
C00139,44,80641.1068260921,employed,709.716507481299,0.2923657813247797,IT,low
C00140,76,70798.8846214054,employed,683.9961564273945,0.284977258180443,DE,medium
C00141,31,36890.915101019404,employed,744.1439804037506,0.383997227817429,ES,low
C00142,35,20447.427423141165,employed,672.2051462406197,0.08534373870195872,ES,low
C00143,43,9000.0,employed,697.144896863992,0.48610046439535437,ES,medium
C00144,77,40586.59433341467,employed,689.9146689022801,0.2591421183085978,ES,low
C00145,69,102828.71525719545,employed,657.493718407707,0.06462471775082065,IE,low
C00146,21,61132.569700736596,employed,621.4726100933689,0.12712493683704265,ES,high
C00147,32,40248.98199296072,employed,846.5605144949367,0.13362510614287476,ES,high
C00148,67,61766.684399506434,employed,627.9400196520123,0.07504281734470725,ES,medium
C00149,22,19219.874587116698,employed,610.3980276881242,0.273498684746421,NL,low
C00150,69,45756.209383349655,employed,700.5888055229087,0.3299840237511933,IE,medium
C00151,35,54089.02693333051,self-employed,685.6520620541904,0.19389829057477545,NL,low
C00152,73,50191.88631175798,employed,549.8070930959532,0.1932361218311886,IT,low
C00153,36,68606.9285554917,employed,757.0596168742265,0.10820919451283764,ES,low
C00154,44,59237.5497509571,employed,657.2760448212317,0.3447608954469057,IT,high
C00155,58,66034.84638026793,self-employed,573.9036501923109,0.5075272361916355,IT,high
C00156,26,37544.18207315405,employed,762.4802973770177,0.18742031460479924,IT,medium
C00157,51,70854.12357662151,self-employed,716.3053968708846,0.189808462817436,ES,low
C00158,48,86207.67590010382,unemployed,561.3075566602711,0.39641722031998977,ES,low
C00159,65,,employed,810.7289929011333,0.27949655094679554,ES,low
C00160,77,33358.391229994246,self-employed,719.0213842060278,0.16493814745493796,NL,medium
C00161,58,80051.47106272489,employed,664.1639185187462,0.2740769367234034,IT,low
C00162,43,,unemployed,795.3979420609859,0.08816509052467231,IE,low
C00163,42,,employed,678.0624182740305,0.1890883330075059,IT,medium
C00164,43,42706.750050264134,unemployed,662.6971878414694,0.19276169961631648,IT,low
C00165,67,82555.95710168494,employed,610.8553904861969,0.3235514266763,IT,medium
C00166,37,54761.2021529145,employed,712.7117360231805,0.4579013875989666,NL,low
C00167,28,57422.8052897766,employed,704.0814433205663,0.3437349337481095,DE,medium
C00168,38,84859.078455068,self-employed,666.2037714709563,0.2509891754603771,NL,low
C00169,20,44402.819973672405,employed,600.2211189828565,0.2966490672286178,IT,low
C00170,25,32236.435985575874,employed,675.6542480416181,0.15978534662788652,IT,low
C00171,24,42580.15163140456,self-employed,659.2764995675047,0.3566481746054932,ES,low
C00172,64,,student,555.6551058637955,0.5519228999326226,IT,medium
C00173,61,19119.059484209196,employed,544.3113871914168,0.2586994239765552,DE,low
C00174,60,65386.88895567355,employed,711.3425770624011,0.36545542624171207,ES,low
C00175,46,40685.80233002739,employed,451.6451581657615,0.15251450517263884,IT,medium
C00176,61,76104.06587540483,self-employed,681.8436632108234,0.3585433790706546,ES,low
C00177,28,9000.0,employed,625.7971892641864,0.4213453008293148,IT,medium
C00178,72,35482.11872281246,student,772.2762217641526,0.3489097871151295,NL,medium
C00179,48,16584.168824083856,employed,624.5356068493822,0.4737085664474526,ES,low
C00180,74,34649.181206356996,employed,719.0777055686555,0.4168384264557301,ES,medium
C00181,27,57200.98392328781,employed,632.4530650185011,0.35340937123075167,IT,low
C00182,48,48236.24086555515,employed,674.3273485858638,0.30056406906719996,FR,low
C00183,60,46679.071052091684,self-employed,725.4205955354442,0.2986564895430333,FR,low
C00184,48,48657.117701018724,employed,627.0704312613844,0.19057551735032546,NL,medium
C00185,45,56271.15305301881,employed,746.7175005288691,0.051401607127432455,FR,low
C00186,28,30820.743119194736,unemployed,583.5167740772683,0.40883698118746126,NL,low
C00187,41,66843.84245888007,unemployed,689.1566130897871,0.3929034641416789,NL,high
C00188,33,65915.98537809517,student,740.656457268604,0.4198926697833811,FR,low
C00189,36,60085.79669077812,employed,719.1230743268075,0.02,NL,high
C00190,59,63687.20229777653,employed,822.1484798923036,0.13310658340206885,ES,medium
C00191,56,58224.77801698185,student,602.3979759805259,0.2558094714956337,IT,high
C00192,54,94736.53935735242,employed,551.9097613894157,0.24505432201049832,FR,high
C00193,40,50171.02240789729,employed,583.4645211034002,0.3884176089044754,IE,high
C00194,75,45551.25241497389,self-employed,719.1562904569719,0.2157920416743617,NL,low
C00195,24,36175.92081249507,employed,705.8296806100891,0.12507263842491473,IT,medium
C00196,39,30322.483917865426,employed,673.385046091088,0.5444195215294341,DE,medium
C00197,25,25866.09246037742,unemployed,572.9175219732153,0.44252773402423123,FR,medium
C00198,38,33335.25642215071,employed,727.883118052983,0.17219231186671885,NL,low
C00199,75,50515.7119853065,employed,564.5742082326557,0.45937100856102264,NL,high
C00200,40,59020.197698452,employed,760.0338657549058,0.4048666827822021,NL,low
C00201,72,53073.9832295954,employed,850.0,0.05988645023256125,DE,low
C00202,48,35923.759173976025,employed,695.0489940188671,0.17969140008098683,NL,low
C00203,60,70903.87584441924,self-employed,712.814867123935,0.21830274328601587,IT,low
C00204,45,67527.6661183199,self-employed,624.5854989505641,0.40878116113242213,IT,medium
C00205,34,48647.38554413764,employed,516.5625076708811,0.2710675104533094,FR,low
C00206,64,38288.76096204105,employed,615.5770122315217,0.18928256791470582,NL,medium
C00207,76,63516.98633742579,student,575.3825902299026,0.1841092532701413,ES,medium
C00208,34,55947.44533720819,employed,546.3456247339687,0.3459180388391212,ES,low
C00209,64,21589.327552284,employed,806.2335152436433,0.19517111503381898,IT,medium
C00210,34,50572.414624327495,employed,687.3747264781134,0.5420145408079626,NL,low
C00211,61,57502.752053562,self-employed,696.1343816103466,0.4796204488775473,IT,medium
C00212,65,33106.40948375717,employed,639.6601660539076,0.34767557029701934,IE,high
C00213,45,55986.711249586304,self-employed,650.8245712396382,0.39597476575106955,FR,low
C00214,62,21448.727809586428,employed,744.0931559436253,0.3239845213697446,IT,medium
C00215,35,80059.90810025559,employed,662.3483562669924,0.4321435494603177,FR,low
C00216,23,78206.94968624806,employed,708.5169029180281,0.22684114458378654,NL,low
C00217,24,46697.13597963774,employed,648.9276475767088,0.6679419641692907,ES,medium
C00218,45,59632.54109462054,employed,636.9434629599722,0.5929366009722883,ES,low
C00219,72,9000.0,employed,549.6330384206473,0.022025932946209033,ES,medium
C00220,26,27716.69913442801,employed,502.82457688589545,0.13865163324738422,FR,low
C00221,45,45830.64267680528,employed,643.5519241125551,0.3243968794052527,DE,low
C00222,60,29485.206550035957,employed,669.6327287434451,0.4158878988507664,IE,medium
C00223,30,67002.32613524384,employed,559.5373369898791,0.13892197368767012,IE,low
C00224,61,93943.22714570788,unemployed,662.1730610671601,0.4419830931932919,IE,medium
C00225,37,27291.09089198466,employed,669.4077101652211,0.1857937785019678,ES,low
C00226,66,34413.268514210955,self-employed,488.2073435031309,0.30770083935604087,IE,medium
C00227,53,56944.41573450854,unemployed,589.9597779226809,0.29913737024249204,NL,low
C00228,51,85833.43911849204,employed,698.3956392863084,0.15672209940769039,DE,low
C00229,29,26330.139436662033,employed,696.738815810451,0.3316740994521803,FR,low
C00230,46,57229.75856844578,student,570.3986568552197,0.1865615442843001,FR,low
C00231,69,90247.27586707528,employed,677.9927401409783,0.12236918658912502,NL,high
C00232,20,17313.057888235388,employed,748.8373924795587,0.04255644691517247,IE,low
C00233,63,25097.546656237526,employed,728.7199826372537,0.4087455611736097,FR,low
C00234,48,43104.2612643224,employed,657.1865654648574,0.3213516303722322,ES,medium
C00235,61,41067.64333003637,employed,626.625942307408,0.3073931781125802,FR,low
C00236,58,69064.62704282654,unemployed,613.3937522845706,0.13327154414469736,ES,low
C00237,44,57074.8541162376,unemployed,703.3612221985919,0.21561535216316624,ES,low
C00238,37,14725.796747515305,employed,680.9985257977169,0.3285076569420016,DE,low
C00239,56,62823.61846091703,self-employed,716.6111285003805,0.19319622818060844,NL,medium
C00240,27,39871.68336553134,employed,675.8136526759345,0.5286181412504682,DE,medium
C00241,53,78763.39155576602,student,732.1386439284902,0.39419057890461817,IE,high
C00242,24,,employed,672.7565877025314,0.2734178502059776,IT,medium
C00243,57,,unemployed,729.3444747227983,0.3249136632125806,IE,low
C00244,56,63363.763826895156,self-employed,736.4074671700644,0.4503688852032836,IE,low
C00245,23,68021.45612907567,employed,599.0288163215653,0.5650070467655217,FR,medium
C00246,63,61410.08664266027,employed,516.7321881565988,0.5328650196849045,IT,high
C00247,43,,self-employed,791.5664141931934,0.11796278402875807,DE,medium
C00248,65,,employed,686.0460159184055,0.16073738339829943,IE,low
C00249,21,30279.530914837622,employed,524.4121565693181,0.11392186468047467,IT,medium
C00250,29,56940.798343353534,student,606.4668012280657,0.39576359652141446,IT,medium
C00251,48,,employed,728.293691974326,0.48620439757579864,IE,high
C00252,30,61372.765098404336,employed,642.0664998471028,0.19232025105752606,IE,medium
C00253,38,35061.42300954518,employed,623.0109636158315,0.21716822049479703,IE,low
C00254,57,25064.672344529044,employed,779.8723125456632,0.18682021964677148,DE,low
C00255,27,66990.22286613038,unemployed,579.1224539965275,0.12242684344720381,DE,low
C00256,58,57074.53495521178,employed,599.5514246641036,0.6613912006873195,IE,low
C00257,25,39106.48717074916,employed,682.3336909539579,0.2555908600907363,FR,high
C00258,29,82474.75582944235,employed,697.0173044284184,0.3870426780369193,NL,low
C00259,53,42746.29914703541,unemployed,705.7001288159399,0.6308742880218022,DE,low
C00260,65,52674.26115338963,employed,739.7215196546537,0.584726267706922,ES,low
C00261,29,57647.18240125062,student,681.2834468958844,0.09814051599664404,IT,medium
C00262,36,38987.01538329911,self-employed,705.1294829929495,0.2518324124225328,IE,low
C00263,73,61893.862161398516,self-employed,643.7448407361632,0.3385807981652866,ES,low
C00264,77,40797.500709540785,unemployed,670.1412608654106,0.5403107094913263,ES,medium
C00265,53,43355.59523345961,student,673.817802764398,0.29645325047943516,ES,low
C00266,45,80615.49543587017,unemployed,682.6380471371609,0.12090808297546869,NL,low
C00267,39,30147.692897238907,employed,728.3482642217864,0.24199147337785065,ES,low
C00268,55,9000.0,self-employed,710.5219459194761,0.022203406465401046,IE,low
C00269,53,85829.67689524978,employed,668.6257942378151,0.3494132697211128,FR,medium
C00270,36,,employed,598.6516692348347,0.3994786147910815,NL,medium
C00271,20,43489.34542556403,student,670.5490431611422,0.26774281724900045,ES,low
C00272,27,11326.40114697611,unemployed,662.702541638549,0.47517596349349095,ES,high
C00273,75,45479.83649988518,self-employed,680.8408895446822,0.13696379348367582,DE,medium
C00274,43,45989.318053345945,employed,845.9350751855129,0.3715522802156004,FR,low
C00275,47,48011.5993385326,employed,622.0506321596187,0.19850083313960581,ES,low
C00276,46,28618.851119641186,employed,699.6276995682795,0.18964420332674078,IT,low
C00277,65,,employed,752.6138895140325,0.17962612493754337,IT,medium
C00278,22,63014.65488100781,employed,673.0361569561494,0.3692770358417952,IE,low
C00279,23,20617.48198379456,employed,850.0,0.30562821925892525,IT,low
C00280,35,66683.13136559265,employed,634.0007780780189,0.2854891158648805,ES,medium
C00281,47,95106.38462086371,self-employed,691.5753162302439,0.4033355700161294,FR,medium
C00282,58,55611.166981178256,employed,599.4979289187755,0.24320545870700583,NL,medium
C00283,47,44916.17159656137,unemployed,636.1749717182499,0.24973355244802833,IT,medium
C00284,45,49017.93249744205,employed,685.412580652526,0.5478041115840482,NL,low
C00285,74,64920.39210633979,employed,734.3969331092338,0.12797237355924482,IT,medium
C00286,28,15655.896284348419,employed,691.1657763899331,0.15640559581240662,DE,low
C00287,52,55452.204762523346,employed,768.2474176454483,0.533417884593105,DE,low
C00288,50,43800.25706128099,unemployed,657.212844531401,0.43602901942422595,FR,high
C00289,46,90804.32527207695,employed,637.7621805532016,0.21432007368258096,FR,low
C00290,66,48342.37259009588,employed,850.0,0.18214425896211855,ES,low
C00291,34,87025.63983350992,unemployed,697.3274872542465,0.18923208274006365,ES,medium
C00292,75,28821.44534657785,unemployed,606.0025132297591,0.4551776876751988,ES,low
C00293,38,64332.44250285864,employed,608.0703714956584,0.2368174636665761,FR,low
C00294,51,58707.40553961581,employed,587.7002470084301,0.14747447048962048,ES,medium
C00295,49,33750.00779483957,employed,741.7986871802566,0.43014799034078893,DE,medium
C00296,69,55725.31840737575,employed,635.1210619827542,0.12057512496667287,NL,medium
C00297,44,77462.89557346361,employed,675.4437230038318,0.22784072401907926,DE,low
C00298,35,,employed,659.792288696062,0.48537640206495847,DE,low
C00299,20,16468.78436743497,student,724.9823774511566,0.333831023298625,DE,medium
C00300,40,51631.18064397364,employed,595.5669843835103,0.6728046794103926,DE,low
C00301,67,33049.115009357236,employed,576.8030725362728,0.2547497982873702,NL,low
C00302,19,44810.84028805847,employed,683.3923791888907,0.242591448335697,ES,low
C00303,71,50286.65683661246,self-employed,714.2786613453916,0.2105110417883901,ES,low
C00304,51,16181.303463674136,employed,692.2676496740065,0.3944943875437189,NL,low
C00305,27,18071.17487426576,student,598.6247942140192,0.28727149186450646,FR,medium
C00306,36,62123.40354603603,unemployed,720.5537570514942,0.3691680816367801,DE,high
C00307,51,41022.907380436714,employed,604.003403978158,0.14612509630022308,IT,low
C00308,37,9000.0,employed,622.2338311275166,0.4147052755220013,IE,medium
C00309,25,68481.72476877083,employed,587.5958109727958,0.36352820582840883,FR,low
C00310,58,57719.76486075904,employed,771.6949845894666,0.302123819962117,FR,low
C00311,58,37008.62869523384,unemployed,716.9405663642426,0.18939702266962868,FR,medium
C00312,26,24346.56556777693,employed,714.6094568056676,0.5219748225823938,FR,low
C00313,35,69551.96582260108,self-employed,767.2713365336809,0.40779988350679863,FR,high
C00314,33,59336.363073769026,employed,850.0,0.3254209849611868,NL,low
C00315,57,102034.64793636554,employed,524.8434594793673,0.09505504313038556,IT,low
C00316,62,60823.96057322368,employed,604.4531203680772,0.3114975906125855,IT,low
C00317,61,60141.76596650231,employed,614.4736430976891,0.318060562569439,IE,low
C00318,74,48494.513467720135,self-employed,595.2327909646192,0.18617064576911557,NL,medium
C00319,64,69152.2932112166,employed,576.6381736964955,0.20159154135682894,NL,medium
C00320,37,65126.78922621123,employed,640.42844874746,0.44305597166438415,NL,low
C00321,25,78286.2251798691,self-employed,565.2384953462688,0.27025489677028086,DE,low
C00322,55,41052.218708617016,employed,692.4734741380679,0.1412710028715777,NL,medium
C00323,73,42856.44306817679,unemployed,669.2392623571463,0.25593044246618113,FR,medium
C00324,76,41938.83341084842,employed,704.4443505106198,0.10564374819586093,NL,low
C00325,32,68606.83614475877,employed,706.6337330343367,0.23888157341202568,DE,low
C00326,32,83465.86324623137,employed,714.4465619809874,0.7461843061226733,IT,low
C00327,21,42364.34964386468,employed,634.3804671804417,0.29068792873935745,IE,low
C00328,27,43079.75171634508,employed,838.9337590159607,0.3582435351963659,IE,low
C00329,51,58595.62170126579,employed,684.223351551532,0.28334736280450373,DE,low
C00330,51,46839.00849972907,unemployed,512.2762502847668,0.12212972952254897,DE,low
C00331,40,71993.12671593769,employed,582.8051888471701,0.2780987545634478,IE,low
C00332,37,9000.0,employed,522.2787548997192,0.2561616103028564,IE,low
C00333,67,34639.19401474521,employed,666.4214395904072,0.5187758509974023,ES,high
C00334,46,35569.25698680963,employed,655.0119716276266,0.20065585275052567,FR,medium
C00335,66,9000.0,employed,626.5890927722445,0.4657942047444351,ES,low
C00336,75,31763.592668255114,employed,829.8959412168422,0.1698052000491759,ES,low
C00337,37,32781.72156723555,employed,710.0165956743067,0.34797159433949926,IE,low
C00338,30,47776.802255104565,employed,724.5400656385995,0.11205596979311792,ES,medium
C00339,75,75372.28372486553,unemployed,588.6519739887475,0.36888163579295136,DE,low
C00340,56,,employed,583.070118910857,0.17077608103475414,IT,low
C00341,36,30352.91187430577,student,668.0180509259503,0.06841376483109815,IT,high
C00342,55,50803.95463451589,employed,679.1865854514825,0.15418083037468241,FR,medium
C00343,49,74032.64605026833,employed,512.7824514966145,0.34417855619966337,DE,medium
C00344,72,31504.864861586997,self-employed,650.2148241263382,0.28790445771283274,DE,low
C00345,34,32877.92743764958,employed,666.1539107956274,0.0754908230990299,IE,low
C00346,77,63729.52814475869,self-employed,647.3577684067674,0.33943835770349834,NL,medium
C00347,74,47347.74156965319,employed,598.3019861875725,0.26535826452810674,ES,low
C00348,29,65597.17850489895,employed,620.7581150824665,0.15983923570959355,IE,medium
C00349,28,51713.41737229877,student,650.4975461270308,0.1976224696578482,DE,medium
C00350,50,66734.93660988091,employed,672.4456019360239,0.2980716683030955,FR,low
C00351,21,30263.359605146543,employed,714.5929097691466,0.2593842197909994,IT,low
C00352,36,51746.222333446385,self-employed,753.6302088059714,0.18191069182252245,ES,low
C00353,44,47575.50969837371,self-employed,640.8634866707655,0.2054841495408326,DE,low
C00354,76,26466.290593813257,unemployed,627.5951919185406,0.13836520808680774,IT,medium
C00355,77,19166.963094757542,employed,700.8877652298131,0.18785187487198685,DE,medium
